path	kind	size_bytes	mtime_utc
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180678	2026-06-07T01:48:24.928850+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/data/source_pulse_noise_context_summary.json	file	1517	2026-06-10T23:42:57.396765+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/data/system_scene_geometry_summary.json	file	2174	2026-06-10T22:32:33.664411+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/figures/FIGURE_NOTES.md	file	2484	2026-06-11T00:39:03.982145+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/figures/coordinate_confidence_margins.png	file	64895	2026-06-07T01:48:24.910850+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/figures/geometric_wave_propagation.gif	file	1197840	2026-06-11T00:39:03.514352+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/figures/source_pulse_noise_context.png	file	520975	2026-06-10T23:42:55.142017+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/figures/system_scene_geometry.png	file	114876	2026-06-10T22:32:32.291123+00:00
outputs/experiments/853_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04953125_objectives/run_manifest.json	file	30699	2026-06-07T01:48:24.935878+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/README.md	file	3968	2026-06-07T02:04:34.953870+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/coordinate_confidence_report.csv	file	1304	2026-06-07T02:02:05.545619+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/coordinate_objective_diagnostics.csv	file	3007	2026-06-07T02:02:05.545693+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/coordinate_objective_top_candidates.csv	file	32233	2026-06-07T02:02:05.545836+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/coordinate_state_history.csv	file	277	2026-06-07T02:02:05.546226+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/coordinate_step_01_target_0_candidates.csv	file	3280	2026-06-07T02:02:05.545101+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/geometric_wave_propagation_summary.json	file	2282	2026-06-11T00:38:59.724712+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180757	2026-06-07T02:02:05.628269+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/source_pulse_noise_context_summary.json	file	1522	2026-06-10T23:42:54.921607+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/data/system_scene_geometry_summary.json	file	2177	2026-06-10T22:32:32.182123+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/figures/FIGURE_NOTES.md	file	2472	2026-06-11T00:38:59.724916+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/figures/coordinate_confidence_margins.png	file	65373	2026-06-07T02:02:05.609269+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/figures/geometric_wave_propagation.gif	file	1224951	2026-06-11T00:38:59.273324+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/figures/source_pulse_noise_context.png	file	521236	2026-06-10T23:42:52.684917+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/figures/system_scene_geometry.png	file	115226	2026-06-10T22:32:30.812118+00:00
outputs/experiments/854_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown049453125_objectives/run_manifest.json	file	30808	2026-06-07T02:02:05.633590+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/README.md	file	3930	2026-06-07T02:18:42.094640+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/coordinate_confidence_report.csv	file	1328	2026-06-07T02:16:13.848121+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/coordinate_objective_diagnostics.csv	file	3023	2026-06-07T02:16:13.848196+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/coordinate_objective_top_candidates.csv	file	32430	2026-06-07T02:16:13.848199+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/coordinate_state_history.csv	file	278	2026-06-07T02:16:13.848739+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/coordinate_step_01_target_0_candidates.csv	file	3290	2026-06-07T02:16:13.847629+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/geometric_wave_propagation_summary.json	file	2285	2026-06-11T00:38:55.444300+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180809	2026-06-07T02:16:13.929198+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/source_pulse_noise_context_summary.json	file	1525	2026-06-10T23:42:52.465515+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/data/system_scene_geometry_summary.json	file	2180	2026-06-10T22:32:30.703430+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/figures/FIGURE_NOTES.md	file	2484	2026-06-11T00:38:55.445294+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/figures/coordinate_confidence_margins.png	file	66117	2026-06-07T02:16:13.910198+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/figures/geometric_wave_propagation.gif	file	1196439	2026-06-11T00:38:54.990297+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/figures/source_pulse_noise_context.png	file	521253	2026-06-10T23:42:50.209816+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/figures/system_scene_geometry.png	file	114706	2026-06-10T22:32:29.336113+00:00
outputs/experiments/855_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown0494921875_objectives/run_manifest.json	file	30918	2026-06-07T02:16:13.936250+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/README.md	file	4089	2026-06-07T02:33:14.145125+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/coordinate_confidence_report.csv	file	1332	2026-06-07T02:30:20.384631+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/coordinate_objective_diagnostics.csv	file	3046	2026-06-07T02:30:20.384706+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/coordinate_objective_top_candidates.csv	file	32634	2026-06-07T02:30:20.384847+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/coordinate_state_history.csv	file	279	2026-06-07T02:30:20.385235+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/coordinate_step_01_target_0_candidates.csv	file	3302	2026-06-07T02:30:20.384143+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/geometric_wave_propagation_summary.json	file	2288	2026-06-11T00:38:51.182659+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180833	2026-06-07T02:30:20.466112+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/source_pulse_noise_context_summary.json	file	1530	2026-06-10T23:42:49.988943+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/data/system_scene_geometry_summary.json	file	2183	2026-06-10T22:32:29.226112+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/figures/FIGURE_NOTES.md	file	2484	2026-06-11T00:38:51.182939+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/figures/coordinate_confidence_margins.png	file	66766	2026-06-07T02:30:20.448112+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/figures/geometric_wave_propagation.gif	file	1251644	2026-06-11T00:38:50.729270+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/figures/source_pulse_noise_context.png	file	523031	2026-06-10T23:42:47.737716+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/figures/system_scene_geometry.png	file	116010	2026-06-10T22:32:27.853108+00:00
outputs/experiments/856_coordinate_optimizer_variable_depth_radius_seed21_target0_sources8_txrx60_ringdown04947265625_objectives/run_manifest.json	file	31029	2026-06-07T02:30:20.472796+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/README.md	file	2583	2026-06-07T02:41:22.492890+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/data/seed21_target0_ringdown_threshold_objective_rows.csv	file	12488	2026-06-07T02:36:05.350498+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/data/seed21_target0_ringdown_threshold_rows.csv	file	3075	2026-06-07T02:36:05.350257+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/data/seed21_target0_ringdown_threshold_summary.json	file	9794	2026-06-07T02:36:05.350668+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/figures/FIGURE_NOTES.md	file	1394	2026-06-07T02:36:05.922226+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/figures/seed21_target0_ringdown_threshold_curve.png	file	92324	2026-06-07T02:38:53.376072+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/figures/seed21_target0_ringdown_threshold_objective_heatmap.png	file	83030	2026-06-07T02:36:05.893257+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/figures/seed21_target0_ringdown_threshold_zoom.png	file	108674	2026-06-07T02:40:01.750950+00:00
outputs/experiments/857_seed21_target0_ringdown_threshold_summary/run_manifest.json	file	30754	2026-06-07T02:36:05.927551+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/README.md	file	4450	2026-06-07T02:56:07.453397+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/coordinate_confidence_report.csv	file	1307	2026-06-07T02:52:01.193902+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/coordinate_objective_diagnostics.csv	file	2898	2026-06-07T02:52:01.193980+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/coordinate_objective_top_candidates.csv	file	30924	2026-06-07T02:52:01.194131+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/coordinate_state_history.csv	file	271	2026-06-07T02:52:01.194526+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv	file	3208	2026-06-07T02:52:01.193017+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json	file	2252	2026-06-11T00:38:46.974488+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180500	2026-06-07T02:52:01.277017+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json	file	1491	2026-06-10T23:42:47.456617+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/data/system_scene_geometry_summary.json	file	2120	2026-06-10T22:32:27.740267+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md	file	2729	2026-06-11T00:38:46.974756+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/figures/coordinate_confidence_margins.png	file	62514	2026-06-07T02:52:01.258017+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif	file	1132914	2026-06-11T00:38:46.501243+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png	file	515135	2026-06-10T23:42:45.193612+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/figures/system_scene_geometry.png	file	110733	2026-06-10T22:32:26.391103+00:00
outputs/experiments/858_coordinate_optimizer_variable_depth_radius_seed21_target0_sources7_txrx60_ringdown050_objectives/run_manifest.json	file	31111	2026-06-07T02:52:01.283781+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/README.md	file	4588	2026-06-07T03:11:13.966722+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_confidence_report.csv	file	1287	2026-06-07T03:08:52.495522+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_objective_diagnostics.csv	file	2898	2026-06-07T03:08:52.495594+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_objective_top_candidates.csv	file	30911	2026-06-07T03:08:52.495742+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_state_history.csv	file	271	2026-06-07T03:08:52.496125+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv	file	3203	2026-06-07T03:08:52.495031+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json	file	2264	2026-06-11T00:38:42.685539+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180468	2026-06-07T03:08:52.572952+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json	file	1491	2026-06-10T23:42:44.971832+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/data/system_scene_geometry_summary.json	file	2159	2026-06-10T22:32:26.283102+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md	file	2748	2026-06-11T00:38:42.685766+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/figures/coordinate_confidence_margins.png	file	62449	2026-06-07T03:08:52.556952+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif	file	1145346	2026-06-11T00:38:42.219216+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png	file	501678	2026-06-10T23:42:42.703510+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/figures/system_scene_geometry.png	file	112971	2026-06-10T22:32:24.928097+00:00
outputs/experiments/859_coordinate_optimizer_variable_depth_radius_seed34_target0_sources8_txrx60_ringdown050_objectives/run_manifest.json	file	31204	2026-06-07T03:08:52.581218+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/README.md	file	4356	2026-06-07T03:20:48.543412+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_confidence_report.csv	file	1293	2026-06-07T03:18:23.975989+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_objective_diagnostics.csv	file	2903	2026-06-07T03:18:23.976063+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_objective_top_candidates.csv	file	30972	2026-06-07T03:18:23.976213+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_state_history.csv	file	271	2026-06-07T03:18:23.976600+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv	file	3214	2026-06-07T03:18:23.974863+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json	file	2250	2026-06-11T00:38:38.379619+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180549	2026-06-07T03:18:24.058863+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json	file	1491	2026-06-10T23:42:42.480249+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/data/system_scene_geometry_summary.json	file	2107	2026-06-10T22:32:24.820668+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md	file	2726	2026-06-11T00:38:38.379915+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/figures/coordinate_confidence_margins.png	file	62342	2026-06-07T03:18:24.039863+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif	file	1270886	2026-06-11T00:38:37.912189+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png	file	499866	2026-06-10T23:42:40.214408+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/figures/system_scene_geometry.png	file	110977	2026-06-10T22:32:23.477092+00:00
outputs/experiments/860_coordinate_optimizer_variable_depth_radius_seed34_target1_sources5_txrx60_ringdown050_objectives/run_manifest.json	file	31297	2026-06-07T03:18:24.065793+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/README.md	file	4324	2026-06-07T03:30:15.381286+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_confidence_report.csv	file	1312	2026-06-07T03:27:56.860955+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_objective_diagnostics.csv	file	2904	2026-06-07T03:27:56.861030+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_objective_top_candidates.csv	file	31001	2026-06-07T03:27:56.861215+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_state_history.csv	file	271	2026-06-07T03:27:56.861562+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv	file	3215	2026-06-07T03:27:56.860215+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json	file	2250	2026-06-11T00:38:34.163211+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180624	2026-06-07T03:27:56.940216+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json	file	1491	2026-06-10T23:42:39.993449+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/data/system_scene_geometry_summary.json	file	2107	2026-06-10T22:32:23.363689+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md	file	2751	2026-06-11T00:38:34.163504+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/figures/coordinate_confidence_margins.png	file	62471	2026-06-07T03:27:56.924216+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif	file	1268113	2026-06-11T00:38:33.701164+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png	file	500215	2026-06-10T23:42:37.726306+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/figures/system_scene_geometry.png	file	111073	2026-06-10T22:32:22.021087+00:00
outputs/experiments/861_coordinate_optimizer_variable_depth_radius_seed34_target2_sources5_txrx60_ringdown050_objectives/run_manifest.json	file	31390	2026-06-07T03:27:56.947617+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/README.md	file	4141	2026-06-07T03:45:07.825417+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_confidence_report.csv	file	1289	2026-06-07T03:42:48.023450+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_objective_diagnostics.csv	file	2905	2026-06-07T03:42:48.023523+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_objective_top_candidates.csv	file	30981	2026-06-07T03:42:48.023674+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_state_history.csv	file	271	2026-06-07T03:42:48.024059+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv	file	3216	2026-06-07T03:42:48.022945+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/geometric_wave_propagation_summary.json	file	2250	2026-06-11T00:38:29.892140+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json	file	180596	2026-06-07T03:42:48.106506+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/source_pulse_noise_context_summary.json	file	1493	2026-06-10T23:42:37.507522+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/data/system_scene_geometry_summary.json	file	2158	2026-06-10T22:32:21.914510+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/figures/FIGURE_NOTES.md	file	2730	2026-06-11T00:38:29.893271+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/figures/coordinate_confidence_margins.png	file	62430	2026-06-07T03:42:48.088506+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/figures/geometric_wave_propagation.gif	file	1236660	2026-06-11T00:38:29.432137+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/figures/source_pulse_noise_context.png	file	500061	2026-06-10T23:42:35.244204+00:00
outputs/experiments/862_coordinate_optimizer_variable_depth_radius_seed34_target2_sources9_txrx60_ringdown050_objectives/figures/system_scene_geometry.png	file	113038	2026-06-10T22:32:20.568082+00:00
